?item	?enLabel	?faLabel	?enDescription	?faDescription	?enWikipediaUrl	?faWikipediaUrl
<http://www.wikidata.org/entity/Q18808260>	"Module:Location map/data/United Kingdom Burnley central"@en	"Module:Location map/data/United Kingdom Burnley central"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Burnley%20central>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Burnley%20central>
<http://www.wikidata.org/entity/Q18808260>	"Module:Location map/data/United Kingdom Burnley central"@en	"Module:Location map/data/United Kingdom Burnley central"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Burnley%20central>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Burnley%20central>
<http://www.wikidata.org/entity/Q18808261>	"Module:Location map/data/United Kingdom Borough of Burnley"@en	"Module:Location map/data/United Kingdom Borough of Burnley"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Burnley>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Burnley>
<http://www.wikidata.org/entity/Q18808261>	"Module:Location map/data/United Kingdom Borough of Burnley"@en	"Module:Location map/data/United Kingdom Borough of Burnley"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Burnley>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Burnley>
<http://www.wikidata.org/entity/Q18808266>	"Module:Location map/data/United Kingdom Lytham St Annes"@en	"Module:Location map/data/United Kingdom Lytham St Annes"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Lytham%20St%20Annes>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Lytham%20St%20Annes>
<http://www.wikidata.org/entity/Q18808266>	"Module:Location map/data/United Kingdom Lytham St Annes"@en	"Module:Location map/data/United Kingdom Lytham St Annes"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Lytham%20St%20Annes>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Lytham%20St%20Annes>
<http://www.wikidata.org/entity/Q18808267>	"Module:Location map/data/United Kingdom Borough of Pendle"@en	"Module:Location map/data/United Kingdom Borough of Pendle"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Pendle>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Pendle>
<http://www.wikidata.org/entity/Q18808267>	"Module:Location map/data/United Kingdom Borough of Pendle"@en	"Module:Location map/data/United Kingdom Borough of Pendle"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Pendle>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Pendle>
<http://www.wikidata.org/entity/Q18808264>	"Module:Location map/data/United Kingdom City of Lancaster"@en	"Module:Location map/data/United Kingdom City of Lancaster"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20City%20of%20Lancaster>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20City%20of%20Lancaster>
<http://www.wikidata.org/entity/Q18808264>	"Module:Location map/data/United Kingdom City of Lancaster"@en	"Module:Location map/data/United Kingdom City of Lancaster"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20City%20of%20Lancaster>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20City%20of%20Lancaster>
<http://www.wikidata.org/entity/Q18808265>	"Module:Location map/data/West Country"@en	"Module:Location map/data/West Country"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FWest%20Country>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FWest%20Country>
<http://www.wikidata.org/entity/Q18808265>	"Module:Location map/data/West Country"@en	"Module:Location map/data/West Country"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FWest%20Country>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FWest%20Country>
<http://www.wikidata.org/entity/Q18808271>	"Module:Location map/data/USA Illinois Woodford County"@en	"Module:Location map/data/USA Illinois Woodford County"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Illinois%20Woodford%20County>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Illinois%20Woodford%20County>
<http://www.wikidata.org/entity/Q18808271>	"Module:Location map/data/USA Illinois Woodford County"@en	"Module:Location map/data/USA Illinois Woodford County"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Illinois%20Woodford%20County>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Illinois%20Woodford%20County>
<http://www.wikidata.org/entity/Q18808268>	"Module:Location map/data/USA Indiana Whitley County"@en	"Module:Location map/data/USA Indiana Whitley County"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Indiana%20Whitley%20County>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Indiana%20Whitley%20County>
<http://www.wikidata.org/entity/Q18808268>	"Module:Location map/data/USA Indiana Whitley County"@en	"Module:Location map/data/USA Indiana Whitley County"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Indiana%20Whitley%20County>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Indiana%20Whitley%20County>
<http://www.wikidata.org/entity/Q18808269>	"Module:Location map/data/United Kingdom Borough of Ribble Valley"@en	"Module:Location map/data/United Kingdom Borough of Ribble Valley"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Ribble%20Valley>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Ribble%20Valley>
<http://www.wikidata.org/entity/Q18808269>	"Module:Location map/data/United Kingdom Borough of Ribble Valley"@en	"Module:Location map/data/United Kingdom Borough of Ribble Valley"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Ribble%20Valley>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Ribble%20Valley>
<http://www.wikidata.org/entity/Q18808274>	"Module:Location map/data/United Kingdom Borough of South Ribble"@en	"Module:Location map/data/United Kingdom Borough of South Ribble"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20South%20Ribble>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20South%20Ribble>
<http://www.wikidata.org/entity/Q18808274>	"Module:Location map/data/United Kingdom Borough of South Ribble"@en	"Module:Location map/data/United Kingdom Borough of South Ribble"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20South%20Ribble>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20South%20Ribble>
<http://www.wikidata.org/entity/Q18808272>	"Module:Location map/data/United Kingdom The Fylde"@en	"Module:Location map/data/United Kingdom The Fylde"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20The%20Fylde>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20The%20Fylde>
<http://www.wikidata.org/entity/Q18808272>	"Module:Location map/data/United Kingdom The Fylde"@en	"Module:Location map/data/United Kingdom The Fylde"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20The%20Fylde>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20The%20Fylde>
<http://www.wikidata.org/entity/Q18808273>	"Module:Location map/data/United Kingdom Borough of Chorley"@en	"Module:Location map/data/United Kingdom Borough of Chorley"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Chorley>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Chorley>
<http://www.wikidata.org/entity/Q18808273>	"Module:Location map/data/United Kingdom Borough of Chorley"@en	"Module:Location map/data/United Kingdom Borough of Chorley"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Chorley>	<https://fa.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Borough%20of%20Chorley>
<http://www.wikidata.org/entity/Q18811578>	"quantum machine learning"@en	"یادگیری ماشین کوانتومی"@fa	"Quantum Machine Learning combines quantum computing and ML to enhance algorithms, leveraging unique quantum properties, like superposition and entanglement , for efficient problem-solving."@en		<https://en.wikipedia.org/wiki/quantum%20machine%20learning>	<https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C%20%D9%85%D8%A7%D8%B4%DB%8C%D9%86%20%DA%A9%D9%88%D8%A7%D9%86%D8%AA%D9%88%D9%85%DB%8C>
<http://www.wikidata.org/entity/Q18811578>	"quantum machine learning"@en	"یادگیری ماشین کوانتومی"@fa	"Quantum Machine Learning combines quantum computing and ML to enhance algorithms, leveraging unique quantum properties, like superposition and entanglement , for efficient problem-solving."@en		<https://en.wikipedia.org/wiki/quantum%20machine%20learning>	<https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C%20%D9%85%D8%A7%D8%B4%DB%8C%D9%86%20%DA%A9%D9%88%D8%A7%D9%86%D8%AA%D9%88%D9%85%DB%8C>
<http://www.wikidata.org/entity/Q18811578>	"quantum machine learning"@en	"یادگیری ماشین کوانتومی"@fa	"Quantum Machine Learning combines quantum computing and ML to enhance algorithms, leveraging unique quantum properties, like superposition and entanglement , for efficient problem-solving."@en		<https://en.wikipedia.org/wiki/quantum%20machine%20learning>	<https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C%20%D9%85%D8%A7%D8%B4%DB%8C%D9%86%20%DA%A9%D9%88%D8%A7%D9%86%D8%AA%D9%88%D9%85%DB%8C>
<http://www.wikidata.org/entity/Q18882850>	"Module:Template test case/data"@en	"Module:Template test case/data"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fdata>	<https://fa.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fdata>
<http://www.wikidata.org/entity/Q18882850>	"Module:Template test case/data"@en	"Module:Template test case/data"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fdata>	<https://fa.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fdata>
<http://www.wikidata.org/entity/Q18882858>	"Module:Template test case/config"@en	"Module:Template test case/config"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fconfig>	<https://fa.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fconfig>
<http://www.wikidata.org/entity/Q18882858>	"Module:Template test case/config"@en	"Module:Template test case/config"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fconfig>	<https://fa.wikipedia.org/wiki/Module%3ATemplate%20test%20case%2Fconfig>
<http://www.wikidata.org/entity/Q18902207>	"Module:ParseVauthors"@en	"Module:ParseVauthors"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3AParseVauthors>	<https://fa.wikipedia.org/wiki/Module%3AParseVauthors>
<http://www.wikidata.org/entity/Q18902207>	"Module:ParseVauthors"@en	"Module:ParseVauthors"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3AParseVauthors>	<https://fa.wikipedia.org/wiki/Module%3AParseVauthors>
<http://www.wikidata.org/entity/Q18912911>	"Module:RoundN"@en	"Module:RoundN"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ARoundN>	<https://fa.wikipedia.org/wiki/Module%3ARoundN>
<http://www.wikidata.org/entity/Q18912911>	"Module:RoundN"@en	"Module:RoundN"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ARoundN>	<https://fa.wikipedia.org/wiki/Module%3ARoundN>
<http://www.wikidata.org/entity/Q18912921>	"Module:Escape"@en	"Module:Escape"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3AEscape>	<https://fa.wikipedia.org/wiki/Module%3AEscape>
<http://www.wikidata.org/entity/Q2993265>	"divided differences"@en	"تفاضلات کسری"@fa	"recursive division algorithim"@en	"الگوریتم بازگشتی تقسیم"@fa	<https://en.wikipedia.org/wiki/divided%20differences>	<https://fa.wikipedia.org/wiki/%D8%AA%D9%81%D8%A7%D8%B6%D9%84%D8%A7%D8%AA%20%DA%A9%D8%B3%D8%B1%DB%8C>
<http://www.wikidata.org/entity/Q3025858>	"AI diagnostics"@en	"عیبیابی (هوش مصنوعی)"@fa	"in artificial intelligence studies, the methods determine if a system's behavior is correct"@en		<https://en.wikipedia.org/wiki/AI%20diagnostics>	<https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D8%A8%DB%8C%D8%A7%D8%A8%DB%8C%20%28%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C%29>
<http://www.wikidata.org/entity/Q3025858>	"AI diagnostics"@en	"عیبیابی (هوش مصنوعی)"@fa	"in artificial intelligence studies, the methods determine if a system's behavior is correct"@en		<https://en.wikipedia.org/wiki/AI%20diagnostics>	<https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D8%A8%DB%8C%D8%A7%D8%A8%DB%8C%20%28%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C%29>
<http://www.wikidata.org/entity/Q3025858>	"AI diagnostics"@en	"عیبیابی (هوش مصنوعی)"@fa	"in artificial intelligence studies, the methods determine if a system's behavior is correct"@en		<https://en.wikipedia.org/wiki/AI%20diagnostics>	<https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D8%A8%DB%8C%D8%A7%D8%A8%DB%8C%20%28%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C%29>
<http://www.wikidata.org/entity/Q3063833>	"The Mote and the Beam"@en	"پر کاه و چوب"@fa	"parable by Jesus told in his Sermon on the Mount (Matthew 7:3–5)"@en		<https://en.wikipedia.org/wiki/The%20Mote%20and%20the%20Beam>	<https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%20%DA%A9%D8%A7%D9%87%20%D9%88%20%DA%86%D9%88%D8%A8>
<http://www.wikidata.org/entity/Q3074551>	"traffic flow"@en	"جریان ترافیک (شبکه های کامپیوتری)"@fa	"sequence of packets from a source computer to a destination, which may be another host, a multicast group, or a broadcast domain"@en		<https://en.wikipedia.org/wiki/traffic%20flow>	<https://fa.wikipedia.org/wiki/%D8%AC%D8%B1%DB%8C%D8%A7%D9%86%20%D8%AA%D8%B1%D8%A7%D9%81%DB%8C%DA%A9%20%28%D8%B4%D8%A8%DA%A9%D9%87%20%D9%87%D8%A7%DB%8C%20%DA%A9%D8%A7%D9%85%D9%BE%DB%8C%D9%88%D8%AA%D8%B1%DB%8C%29>
<http://www.wikidata.org/entity/Q3077732>	"Norwegian Intelligence Service"@en	"سازمان اطلاعات نروژ"@fa	"national intelligence agency of Norway"@en		<https://en.wikipedia.org/wiki/Norwegian%20Intelligence%20Service>	<https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86%20%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA%20%D9%86%D8%B1%D9%88%DA%98>
<http://www.wikidata.org/entity/Q3081789>	"Ziegler–Nichols method"@en	"روش زیگلر نیکولز"@fa	"heuristic method of tuning a PID controller developed by John G. Ziegler and Nathaniel B. Nichols"@en		<https://en.wikipedia.org/wiki/Ziegler%E2%80%93Nichols%20method>	<https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B4%20%D8%B2%DB%8C%DA%AF%D9%84%D8%B1%20%D9%86%DB%8C%DA%A9%D9%88%D9%84%D8%B2>
<http://www.wikidata.org/entity/Q3121433>	"Guttmacher Institute"@en	"موسسه گوتمکر"@fa	"research and policy organization"@en		<https://en.wikipedia.org/wiki/Guttmacher%20Institute>	<https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%D8%B3%D9%87%20%DA%AF%D9%88%D8%AA%D9%85%DA%A9%D8%B1>
<http://www.wikidata.org/entity/Q3123151>	"Shrinking generator"@en	"مولد کوچککننده"@fa	"form of  pseudorandom number generator"@en		<https://en.wikipedia.org/wiki/Shrinking%20generator>	<https://fa.wikipedia.org/wiki/%D9%85%D9%88%D9%84%D8%AF%20%DA%A9%D9%88%DA%86%DA%A9%DA%A9%D9%86%D9%86%D8%AF%D9%87>
<http://www.wikidata.org/entity/Q3140612>	"matrix clock"@en	"ماتریس کلاک"@fa			<https://en.wikipedia.org/wiki/matrix%20clock>	<https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%AA%D8%B1%DB%8C%D8%B3%20%DA%A9%D9%84%D8%A7%DA%A9>
<http://www.wikidata.org/entity/Q3146518>	"IBM Research"@en	"شرکت پژوهشی آیبیام"@fa	"IBM's research and development division"@en		<https://en.wikipedia.org/wiki/IBM%20Research>	<https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%DA%A9%D8%AA%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C%20%D8%A2%DB%8C%D8%A8%DB%8C%D8%A7%D9%85>
<http://www.wikidata.org/entity/Q3152321>	"Institut industriel du Nord"@en	"Institut industriel du Nord"@fa	"research and educational institute at École centrale de Lille (France)"@en	"فرانسه  لیل"@fa	<https://en.wikipedia.org/wiki/Institut%20industriel%20du%20Nord>	<https://fa.wikipedia.org/wiki/Institut%20industriel%20du%20Nord>
<http://www.wikidata.org/entity/Q3152321>	"Institut industriel du Nord"@en	"Institut industriel du Nord"@fa	"research and educational institute at École centrale de Lille (France)"@en	"فرانسه  لیل"@fa	<https://en.wikipedia.org/wiki/Institut%20industriel%20du%20Nord>	<https://fa.wikipedia.org/wiki/Institut%20industriel%20du%20Nord>
<http://www.wikidata.org/entity/Q3152321>	"Institut industriel du Nord"@en	"Institut industriel du Nord"@fa	"research and educational institute at École centrale de Lille (France)"@en	"فرانسه  لیل"@fa	<https://en.wikipedia.org/wiki/Institut%20industriel%20du%20Nord>	<https://fa.wikipedia.org/wiki/Institut%20industriel%20du%20Nord>
<http://www.wikidata.org/entity/Q3153007>	"distributed artificial intelligence"@en	"هوش مصنوعی توزیع شده"@fa	"subfield of artificial intelligence"@en		<https://en.wikipedia.org/wiki/distributed%20artificial%20intelligence>	<https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C%20%D8%AA%D9%88%D8%B2%DB%8C%D8%B9%20%D8%B4%D8%AF%D9%87>
<http://www.wikidata.org/entity/Q3153007>	"distributed artificial intelligence"@en	"هوش مصنوعی توزیع شده"@fa	"subfield of artificial intelligence"@en		<https://en.wikipedia.org/wiki/distributed%20artificial%20intelligence>	<https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%20%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C%20%D8%AA%D9%88%D8%B2%DB%8C%D8%B9%20%D8%B4%D8%AF%D9%87>
<http://www.wikidata.org/entity/Q3191282>	"k-medoids"@en	"کی-واسط"@fa	"clustering algorithm minimizing the sum of distances to k representatives"@en		<https://en.wikipedia.org/wiki/k-medoids>	<https://fa.wikipedia.org/wiki/%DA%A9%DB%8C-%D9%88%D8%A7%D8%B3%D8%B7>
<http://www.wikidata.org/entity/Q3214416>	"Laboratoire d'Automatique, Génie Informatique et Signal"@en	"LAGIS"@fa	"LAGIS Ecole Centrale de Lille"@en	"Ecole Centrale de Lille"@fa	<https://en.wikipedia.org/wiki/Laboratoire%20d%27Automatique%2C%20G%C3%A9nie%20Informatique%20et%20Signal>	<https://fa.wikipedia.org/wiki/LAGIS>
<http://www.wikidata.org/entity/Q3214416>	"Laboratoire d'Automatique, Génie Informatique et Signal"@en	"LAGIS"@fa	"LAGIS Ecole Centrale de Lille"@en	"Ecole Centrale de Lille"@fa	<https://en.wikipedia.org/wiki/Laboratoire%20d%27Automatique%2C%20G%C3%A9nie%20Informatique%20et%20Signal>	<https://fa.wikipedia.org/wiki/LAGIS>
